,L,A,B,LAB,HEX
683,60,-70.1875,-6.859375,"[60.0, -70.1875, -6.859375]",#00ad9b
684,60,-65.1875,-6.859375,"[60.0, -65.1875, -6.859375]",#00ab9b
685,60,-60.1875,-6.859375,"[60.0, -60.1875, -6.859375]",#00aa9b
686,60,-55.1875,-6.859375,"[60.0, -55.1875, -6.859375]",#00a89b
687,60,-50.1875,-6.859375,"[60.0, -50.1875, -6.859375]",#00a79b
688,60,-45.1875,-6.859375,"[60.0, -45.1875, -6.859375]",#00a59b
689,60,-40.1875,-6.859375,"[60.0, -40.1875, -6.859375]",#00a39b
690,60,-35.1875,-6.859375,"[60.0, -35.1875, -6.859375]",#11a19c
691,60,-30.1875,-6.859375,"[60.0, -30.1875, -6.859375]",#379f9c
692,60,-25.1875,-6.859375,"[60.0, -25.1875, -6.859375]",#4b9d9c
693,60,-20.1875,-6.859375,"[60.0, -20.1875, -6.859375]",#5b9b9c
694,60,-15.1875,-6.859375,"[60.0, -15.1875, -6.859375]",#69999c
695,60,-10.1875,-6.859375,"[60.0, -10.1875, -6.859375]",#75969c
696,60,-5.1875,-6.859375,"[60.0, -5.1875, -6.859375]",#80949c
697,60,-0.1875,-6.859375,"[60.0, -0.1875, -6.859375]",#8a919c
698,60,4.8125,-6.859375,"[60.0, 4.8125, -6.859375]",#948e9d
699,60,9.8125,-6.859375,"[60.0, 9.8125, -6.859375]",#9d8b9d
700,60,14.8125,-6.859375,"[60.0, 14.8125, -6.859375]",#a6889d
701,60,19.8125,-6.859375,"[60.0, 19.8125, -6.859375]",#ae859d
702,60,24.8125,-6.859375,"[60.0, 24.8125, -6.859375]",#b6819d
703,60,29.8125,-6.859375,"[60.0, 29.8125, -6.859375]",#be7d9d
704,60,34.8125,-6.859375,"[60.0, 34.8125, -6.859375]",#c6799e
705,60,39.8125,-6.859375,"[60.0, 39.8125, -6.859375]",#cd759e
706,60,44.8125,-6.859375,"[60.0, 44.8125, -6.859375]",#d5709e
707,60,49.8125,-6.859375,"[60.0, 49.8125, -6.859375]",#dc6b9e
708,60,54.8125,-6.859375,"[60.0, 54.8125, -6.859375]",#e3659e
709,60,59.8125,-6.859375,"[60.0, 59.8125, -6.859375]",#ea5f9f
710,60,64.8125,-6.859375,"[60.0, 64.8125, -6.859375]",#f1589f
711,60,69.8125,-6.859375,"[60.0, 69.8125, -6.859375]",#f8509f
712,60,74.8125,-6.859375,"[60.0, 74.8125, -6.859375]",#fe479f
713,60,79.8125,-6.859375,"[60.0, 79.8125, -6.859375]",#ff3b9f
714,60,-85.1875,-1.859375,"[60.0, -85.1875, -1.859375]",#00b092
715,60,-80.1875,-1.859375,"[60.0, -80.1875, -1.859375]",#00af92
716,60,-75.1875,-1.859375,"[60.0, -75.1875, -1.859375]",#00ae92
717,60,-70.1875,-1.859375,"[60.0, -70.1875, -1.859375]",#00ac92
718,60,-65.1875,-1.859375,"[60.0, -65.1875, -1.859375]",#00ab92
719,60,-60.1875,-1.859375,"[60.0, -60.1875, -1.859375]",#00aa92
720,60,-55.1875,-1.859375,"[60.0, -55.1875, -1.859375]",#00a892
721,60,-50.1875,-1.859375,"[60.0, -50.1875, -1.859375]",#00a692
722,60,-45.1875,-1.859375,"[60.0, -45.1875, -1.859375]",#00a593
723,60,-40.1875,-1.859375,"[60.0, -40.1875, -1.859375]",#00a393
724,60,-35.1875,-1.859375,"[60.0, -35.1875, -1.859375]",#2ba193
725,60,-30.1875,-1.859375,"[60.0, -30.1875, -1.859375]",#439f93
726,60,-25.1875,-1.859375,"[60.0, -25.1875, -1.859375]",#559d93
727,60,-20.1875,-1.859375,"[60.0, -20.1875, -1.859375]",#639b93
728,60,-15.1875,-1.859375,"[60.0, -15.1875, -1.859375]",#6f9893
729,60,-10.1875,-1.859375,"[60.0, -10.1875, -1.859375]",#7a9693
730,60,-5.1875,-1.859375,"[60.0, -5.1875, -1.859375]",#859394
731,60,-0.1875,-1.859375,"[60.0, -0.1875, -1.859375]",#8f9194
732,60,4.8125,-1.859375,"[60.0, 4.8125, -1.859375]",#988e94
733,60,9.8125,-1.859375,"[60.0, 9.8125, -1.859375]",#a18b94
734,60,14.8125,-1.859375,"[60.0, 14.8125, -1.859375]",#a98894
735,60,19.8125,-1.859375,"[60.0, 19.8125, -1.859375]",#b18494
736,60,24.8125,-1.859375,"[60.0, 24.8125, -1.859375]",#b98195
737,60,29.8125,-1.859375,"[60.0, 29.8125, -1.859375]",#c17d95
738,60,34.8125,-1.859375,"[60.0, 34.8125, -1.859375]",#c97995
739,60,39.8125,-1.859375,"[60.0, 39.8125, -1.859375]",#d07495
740,60,44.8125,-1.859375,"[60.0, 44.8125, -1.859375]",#d76f95
741,60,49.8125,-1.859375,"[60.0, 49.8125, -1.859375]",#de6a96
742,60,54.8125,-1.859375,"[60.0, 54.8125, -1.859375]",#e56496
743,60,59.8125,-1.859375,"[60.0, 59.8125, -1.859375]",#ec5e96
744,60,64.8125,-1.859375,"[60.0, 64.8125, -1.859375]",#f35796
745,60,69.8125,-1.859375,"[60.0, 69.8125, -1.859375]",#fa4f96
746,60,74.8125,-1.859375,"[60.0, 74.8125, -1.859375]",#ff4697
747,60,79.8125,-1.859375,"[60.0, 79.8125, -1.859375]",#ff3a97
748,60,-85.1875,3.140625,"[60.0, -85.1875, 3.140625]",#00b089
749,60,-80.1875,3.140625,"[60.0, -80.1875, 3.140625]",#00af89
750,60,-75.1875,3.140625,"[60.0, -75.1875, 3.140625]",#00ae89
751,60,-70.1875,3.140625,"[60.0, -70.1875, 3.140625]",#00ac89
752,60,-65.1875,3.140625,"[60.0, -65.1875, 3.140625]",#00ab89
753,60,-60.1875,3.140625,"[60.0, -60.1875, 3.140625]",#00a989
754,60,-55.1875,3.140625,"[60.0, -55.1875, 3.140625]",#00a88a
755,60,-50.1875,3.140625,"[60.0, -50.1875, 3.140625]",#00a68a
756,60,-45.1875,3.140625,"[60.0, -45.1875, 3.140625]",#00a48a
757,60,-40.1875,3.140625,"[60.0, -40.1875, 3.140625]",#1ba38a
758,60,-35.1875,3.140625,"[60.0, -35.1875, 3.140625]",#3aa18a
759,60,-30.1875,3.140625,"[60.0, -30.1875, 3.140625]",#4d9f8a
760,60,-25.1875,3.140625,"[60.0, -25.1875, 3.140625]",#5c9d8a
761,60,-20.1875,3.140625,"[60.0, -20.1875, 3.140625]",#699a8a
762,60,-15.1875,3.140625,"[60.0, -15.1875, 3.140625]",#75988b
763,60,-10.1875,3.140625,"[60.0, -10.1875, 3.140625]",#7f968b
764,60,-5.1875,3.140625,"[60.0, -5.1875, 3.140625]",#89938b
765,60,-0.1875,3.140625,"[60.0, -0.1875, 3.140625]",#93908b
766,60,4.8125,3.140625,"[60.0, 4.8125, 3.140625]",#9c8e8b
767,60,9.8125,3.140625,"[60.0, 9.8125, 3.140625]",#a48b8b
768,60,14.8125,3.140625,"[60.0, 14.8125, 3.140625]",#ac878c
769,60,19.8125,3.140625,"[60.0, 19.8125, 3.140625]",#b4848c
770,60,24.8125,3.140625,"[60.0, 24.8125, 3.140625]",#bc808c
771,60,29.8125,3.140625,"[60.0, 29.8125, 3.140625]",#c47c8c
772,60,34.8125,3.140625,"[60.0, 34.8125, 3.140625]",#cb788c
773,60,39.8125,3.140625,"[60.0, 39.8125, 3.140625]",#d2748d
774,60,44.8125,3.140625,"[60.0, 44.8125, 3.140625]",#da6f8d
775,60,49.8125,3.140625,"[60.0, 49.8125, 3.140625]",#e16a8d
776,60,54.8125,3.140625,"[60.0, 54.8125, 3.140625]",#e8648d
777,60,59.8125,3.140625,"[60.0, 59.8125, 3.140625]",#ee5e8d
778,60,64.8125,3.140625,"[60.0, 64.8125, 3.140625]",#f5568e
779,60,69.8125,3.140625,"[60.0, 69.8125, 3.140625]",#fc4e8e
780,60,74.8125,3.140625,"[60.0, 74.8125, 3.140625]",#ff458e
781,60,79.8125,3.140625,"[60.0, 79.8125, 3.140625]",#ff398e
782,60,-85.1875,8.140625,"[60.0, -85.1875, 8.140625]",#00b080
783,60,-80.1875,8.140625,"[60.0, -80.1875, 8.140625]",#00af80
784,60,-75.1875,8.140625,"[60.0, -75.1875, 8.140625]",#00ad80
785,60,-70.1875,8.140625,"[60.0, -70.1875, 8.140625]",#00ac80
786,60,-65.1875,8.140625,"[60.0, -65.1875, 8.140625]",#00ab80
787,60,-60.1875,8.140625,"[60.0, -60.1875, 8.140625]",#00a981
788,60,-55.1875,8.140625,"[60.0, -55.1875, 8.140625]",#00a881
789,60,-50.1875,8.140625,"[60.0, -50.1875, 8.140625]",#00a681
790,60,-45.1875,8.140625,"[60.0, -45.1875, 8.140625]",#00a481
791,60,-40.1875,8.140625,"[60.0, -40.1875, 8.140625]",#2da281
792,60,-35.1875,8.140625,"[60.0, -35.1875, 8.140625]",#44a081
793,60,-30.1875,8.140625,"[60.0, -30.1875, 8.140625]",#559e81
794,60,-25.1875,8.140625,"[60.0, -25.1875, 8.140625]",#629c82
795,60,-20.1875,8.140625,"[60.0, -20.1875, 8.140625]",#6f9a82
796,60,-15.1875,8.140625,"[60.0, -15.1875, 8.140625]",#7a9882
797,60,-10.1875,8.140625,"[60.0, -10.1875, 8.140625]",#849582
798,60,-5.1875,8.140625,"[60.0, -5.1875, 8.140625]",#8d9382
799,60,-0.1875,8.140625,"[60.0, -0.1875, 8.140625]",#969082
800,60,4.8125,8.140625,"[60.0, 4.8125, 8.140625]",#9f8d83
801,60,9.8125,8.140625,"[60.0, 9.8125, 8.140625]",#a78a83
802,60,14.8125,8.140625,"[60.0, 14.8125, 8.140625]",#af8783
803,60,19.8125,8.140625,"[60.0, 19.8125, 8.140625]",#b78483
804,60,24.8125,8.140625,"[60.0, 24.8125, 8.140625]",#bf8083
805,60,29.8125,8.140625,"[60.0, 29.8125, 8.140625]",#c67c84
806,60,34.8125,8.140625,"[60.0, 34.8125, 8.140625]",#ce7884
807,60,39.8125,8.140625,"[60.0, 39.8125, 8.140625]",#d57384
808,60,44.8125,8.140625,"[60.0, 44.8125, 8.140625]",#dc6f84
809,60,49.8125,8.140625,"[60.0, 49.8125, 8.140625]",#e36984
810,60,54.8125,8.140625,"[60.0, 54.8125, 8.140625]",#ea6385
811,60,59.8125,8.140625,"[60.0, 59.8125, 8.140625]",#f05d85
812,60,64.8125,8.140625,"[60.0, 64.8125, 8.140625]",#f75685
813,60,69.8125,8.140625,"[60.0, 69.8125, 8.140625]",#fe4e85
814,60,74.8125,8.140625,"[60.0, 74.8125, 8.140625]",#ff4486
815,60,79.8125,8.140625,"[60.0, 79.8125, 8.140625]",#ff3886
816,60,-85.1875,13.140625,"[60.0, -85.1875, 13.140625]",#00b077
817,60,-80.1875,13.140625,"[60.0, -80.1875, 13.140625]",#00ae77
818,60,-75.1875,13.140625,"[60.0, -75.1875, 13.140625]",#00ad77
819,60,-70.1875,13.140625,"[60.0, -70.1875, 13.140625]",#00ac77
820,60,-65.1875,13.140625,"[60.0, -65.1875, 13.140625]",#00aa77
821,60,-60.1875,13.140625,"[60.0, -60.1875, 13.140625]",#00a978
822,60,-55.1875,13.140625,"[60.0, -55.1875, 13.140625]",#00a778
823,60,-50.1875,13.140625,"[60.0, -50.1875, 13.140625]",#00a678
824,60,-45.1875,13.140625,"[60.0, -45.1875, 13.140625]",#1ca478
825,60,-40.1875,13.140625,"[60.0, -40.1875, 13.140625]",#39a278
826,60,-35.1875,13.140625,"[60.0, -35.1875, 13.140625]",#4ca078
827,60,-30.1875,13.140625,"[60.0, -30.1875, 13.140625]",#5b9e79
828,60,-25.1875,13.140625,"[60.0, -25.1875, 13.140625]",#689c79
829,60,-20.1875,13.140625,"[60.0, -20.1875, 13.140625]",#739a79
830,60,-15.1875,13.140625,"[60.0, -15.1875, 13.140625]",#7e9879
831,60,-10.1875,13.140625,"[60.0, -10.1875, 13.140625]",#889579
832,60,-5.1875,13.140625,"[60.0, -5.1875, 13.140625]",#919379
833,60,-0.1875,13.140625,"[60.0, -0.1875, 13.140625]",#9a907a
834,60,4.8125,13.140625,"[60.0, 4.8125, 13.140625]",#a28d7a
835,60,9.8125,13.140625,"[60.0, 9.8125, 13.140625]",#aa8a7a
836,60,14.8125,13.140625,"[60.0, 14.8125, 13.140625]",#b2877a
837,60,19.8125,13.140625,"[60.0, 19.8125, 13.140625]",#ba837a
838,60,24.8125,13.140625,"[60.0, 24.8125, 13.140625]",#c1807b
839,60,29.8125,13.140625,"[60.0, 29.8125, 13.140625]",#c97c7b
840,60,34.8125,13.140625,"[60.0, 34.8125, 13.140625]",#d0777b
841,60,39.8125,13.140625,"[60.0, 39.8125, 13.140625]",#d7737b
842,60,44.8125,13.140625,"[60.0, 44.8125, 13.140625]",#de6e7c
843,60,49.8125,13.140625,"[60.0, 49.8125, 13.140625]",#e5697c
844,60,54.8125,13.140625,"[60.0, 54.8125, 13.140625]",#eb637c
845,60,59.8125,13.140625,"[60.0, 59.8125, 13.140625]",#f25d7c
846,60,64.8125,13.140625,"[60.0, 64.8125, 13.140625]",#f9557d
847,60,69.8125,13.140625,"[60.0, 69.8125, 13.140625]",#ff4d7d
848,60,74.8125,13.140625,"[60.0, 74.8125, 13.140625]",#ff437d
849,60,79.8125,13.140625,"[60.0, 79.8125, 13.140625]",#ff377e
850,60,-85.1875,18.140625,"[60.0, -85.1875, 18.140625]",#00af6e
851,60,-80.1875,18.140625,"[60.0, -80.1875, 18.140625]",#00ae6e
852,60,-75.1875,18.140625,"[60.0, -75.1875, 18.140625]",#00ad6e
853,60,-70.1875,18.140625,"[60.0, -70.1875, 18.140625]",#00ac6e
854,60,-65.1875,18.140625,"[60.0, -65.1875, 18.140625]",#00aa6e
855,60,-60.1875,18.140625,"[60.0, -60.1875, 18.140625]",#00a96f
856,60,-55.1875,18.140625,"[60.0, -55.1875, 18.140625]",#00a76f
857,60,-50.1875,18.140625,"[60.0, -50.1875, 18.140625]",#00a56f
858,60,-45.1875,18.140625,"[60.0, -45.1875, 18.140625]",#2ca46f
859,60,-40.1875,18.140625,"[60.0, -40.1875, 18.140625]",#42a26f
860,60,-35.1875,18.140625,"[60.0, -35.1875, 18.140625]",#53a06f
861,60,-30.1875,18.140625,"[60.0, -30.1875, 18.140625]",#609e70
862,60,-25.1875,18.140625,"[60.0, -25.1875, 18.140625]",#6c9c70
863,60,-20.1875,18.140625,"[60.0, -20.1875, 18.140625]",#779a70
864,60,-15.1875,18.140625,"[60.0, -15.1875, 18.140625]",#819770
865,60,-10.1875,18.140625,"[60.0, -10.1875, 18.140625]",#8b9570
866,60,-5.1875,18.140625,"[60.0, -5.1875, 18.140625]",#949271
867,60,-0.1875,18.140625,"[60.0, -0.1875, 18.140625]",#9c9071
868,60,4.8125,18.140625,"[60.0, 4.8125, 18.140625]",#a58d71
869,60,9.8125,18.140625,"[60.0, 9.8125, 18.140625]",#ad8a71
870,60,14.8125,18.140625,"[60.0, 14.8125, 18.140625]",#b48671
871,60,19.8125,18.140625,"[60.0, 19.8125, 18.140625]",#bc8372
872,60,24.8125,18.140625,"[60.0, 24.8125, 18.140625]",#c37f72
873,60,29.8125,18.140625,"[60.0, 29.8125, 18.140625]",#cb7b72
874,60,34.8125,18.140625,"[60.0, 34.8125, 18.140625]",#d27772
875,60,39.8125,18.140625,"[60.0, 39.8125, 18.140625]",#d97373
876,60,44.8125,18.140625,"[60.0, 44.8125, 18.140625]",#e06e73
877,60,49.8125,18.140625,"[60.0, 49.8125, 18.140625]",#e66873
878,60,54.8125,18.140625,"[60.0, 54.8125, 18.140625]",#ed6374
879,60,59.8125,18.140625,"[60.0, 59.8125, 18.140625]",#f45c74
880,60,64.8125,18.140625,"[60.0, 64.8125, 18.140625]",#fa5574
881,60,69.8125,18.140625,"[60.0, 69.8125, 18.140625]",#ff4c74
882,60,74.8125,18.140625,"[60.0, 74.8125, 18.140625]",#ff4375
883,60,79.8125,18.140625,"[60.0, 79.8125, 18.140625]",#ff3675
884,60,-85.1875,23.140625,"[60.0, -85.1875, 23.140625]",#00af65
885,60,-80.1875,23.140625,"[60.0, -80.1875, 23.140625]",#00ae65
886,60,-75.1875,23.140625,"[60.0, -75.1875, 23.140625]",#00ad65
887,60,-70.1875,23.140625,"[60.0, -70.1875, 23.140625]",#00ab65
888,60,-65.1875,23.140625,"[60.0, -65.1875, 23.140625]",#00aa65
889,60,-60.1875,23.140625,"[60.0, -60.1875, 23.140625]",#00a865
890,60,-55.1875,23.140625,"[60.0, -55.1875, 23.140625]",#00a766
891,60,-50.1875,23.140625,"[60.0, -50.1875, 23.140625]",#17a566
892,60,-45.1875,23.140625,"[60.0, -45.1875, 23.140625]",#36a366
893,60,-40.1875,23.140625,"[60.0, -40.1875, 23.140625]",#49a266
894,60,-35.1875,23.140625,"[60.0, -35.1875, 23.140625]",#58a066
895,60,-30.1875,23.140625,"[60.0, -30.1875, 23.140625]",#659e67
896,60,-25.1875,23.140625,"[60.0, -25.1875, 23.140625]",#719c67
897,60,-20.1875,23.140625,"[60.0, -20.1875, 23.140625]",#7b9967
898,60,-15.1875,23.140625,"[60.0, -15.1875, 23.140625]",#859767
899,60,-10.1875,23.140625,"[60.0, -10.1875, 23.140625]",#8e9567
900,60,-5.1875,23.140625,"[60.0, -5.1875, 23.140625]",#979268
901,60,-0.1875,23.140625,"[60.0, -0.1875, 23.140625]",#9f8f68
902,60,4.8125,23.140625,"[60.0, 4.8125, 23.140625]",#a78c68
903,60,9.8125,23.140625,"[60.0, 9.8125, 23.140625]",#af8968
904,60,14.8125,23.140625,"[60.0, 14.8125, 23.140625]",#b78669
905,60,19.8125,23.140625,"[60.0, 19.8125, 23.140625]",#be8369
906,60,24.8125,23.140625,"[60.0, 24.8125, 23.140625]",#c57f69
907,60,29.8125,23.140625,"[60.0, 29.8125, 23.140625]",#cd7b69
908,60,34.8125,23.140625,"[60.0, 34.8125, 23.140625]",#d4776a
909,60,39.8125,23.140625,"[60.0, 39.8125, 23.140625]",#da726a
910,60,44.8125,23.140625,"[60.0, 44.8125, 23.140625]",#e16d6a
911,60,49.8125,23.140625,"[60.0, 49.8125, 23.140625]",#e8686b
912,60,54.8125,23.140625,"[60.0, 54.8125, 23.140625]",#ef626b
913,60,59.8125,23.140625,"[60.0, 59.8125, 23.140625]",#f55c6b
914,60,64.8125,23.140625,"[60.0, 64.8125, 23.140625]",#fc546c
915,60,69.8125,23.140625,"[60.0, 69.8125, 23.140625]",#ff4c6c
916,60,74.8125,23.140625,"[60.0, 74.8125, 23.140625]",#ff426c
917,60,79.8125,23.140625,"[60.0, 79.8125, 23.140625]",#ff366d
918,60,-85.1875,28.140625,"[60.0, -85.1875, 28.140625]",#00af5b
919,60,-80.1875,28.140625,"[60.0, -80.1875, 28.140625]",#00ae5b
920,60,-75.1875,28.140625,"[60.0, -75.1875, 28.140625]",#00ad5c
921,60,-70.1875,28.140625,"[60.0, -70.1875, 28.140625]",#00ab5c
922,60,-65.1875,28.140625,"[60.0, -65.1875, 28.140625]",#00aa5c
923,60,-60.1875,28.140625,"[60.0, -60.1875, 28.140625]",#00a85c
924,60,-55.1875,28.140625,"[60.0, -55.1875, 28.140625]",#00a75c
925,60,-50.1875,28.140625,"[60.0, -50.1875, 28.140625]",#26a55d
926,60,-45.1875,28.140625,"[60.0, -45.1875, 28.140625]",#3ea35d
927,60,-40.1875,28.140625,"[60.0, -40.1875, 28.140625]",#4fa15d
928,60,-35.1875,28.140625,"[60.0, -35.1875, 28.140625]",#5da05d
929,60,-30.1875,28.140625,"[60.0, -30.1875, 28.140625]",#699e5d
930,60,-25.1875,28.140625,"[60.0, -25.1875, 28.140625]",#749b5e
931,60,-20.1875,28.140625,"[60.0, -20.1875, 28.140625]",#7e995e
932,60,-15.1875,28.140625,"[60.0, -15.1875, 28.140625]",#88975e
933,60,-10.1875,28.140625,"[60.0, -10.1875, 28.140625]",#91945e
934,60,-5.1875,28.140625,"[60.0, -5.1875, 28.140625]",#99925f
935,60,-0.1875,28.140625,"[60.0, -0.1875, 28.140625]",#a18f5f
936,60,4.8125,28.140625,"[60.0, 4.8125, 28.140625]",#a98c5f
937,60,9.8125,28.140625,"[60.0, 9.8125, 28.140625]",#b1895f
938,60,14.8125,28.140625,"[60.0, 14.8125, 28.140625]",#b98660
939,60,19.8125,28.140625,"[60.0, 19.8125, 28.140625]",#c08260
940,60,24.8125,28.140625,"[60.0, 24.8125, 28.140625]",#c77f60
941,60,29.8125,28.140625,"[60.0, 29.8125, 28.140625]",#ce7b61
942,60,34.8125,28.140625,"[60.0, 34.8125, 28.140625]",#d57761
943,60,39.8125,28.140625,"[60.0, 39.8125, 28.140625]",#dc7261
944,60,44.8125,28.140625,"[60.0, 44.8125, 28.140625]",#e36d62
945,60,49.8125,28.140625,"[60.0, 49.8125, 28.140625]",#e96862
946,60,54.8125,28.140625,"[60.0, 54.8125, 28.140625]",#f06262
947,60,59.8125,28.140625,"[60.0, 59.8125, 28.140625]",#f75b63
948,60,64.8125,28.140625,"[60.0, 64.8125, 28.140625]",#fd5463
949,60,69.8125,28.140625,"[60.0, 69.8125, 28.140625]",#ff4b63
950,60,74.8125,28.140625,"[60.0, 74.8125, 28.140625]",#ff4164
951,60,79.8125,28.140625,"[60.0, 79.8125, 28.140625]",#ff3564
952,60,-85.1875,33.140625,"[60.0, -85.1875, 33.140625]",#00af52
953,60,-80.1875,33.140625,"[60.0, -80.1875, 33.140625]",#00ae52
954,60,-75.1875,33.140625,"[60.0, -75.1875, 33.140625]",#00ac52
955,60,-70.1875,33.140625,"[60.0, -70.1875, 33.140625]",#00ab52
956,60,-65.1875,33.140625,"[60.0, -65.1875, 33.140625]",#00aa52
957,60,-60.1875,33.140625,"[60.0, -60.1875, 33.140625]",#00a853
958,60,-55.1875,33.140625,"[60.0, -55.1875, 33.140625]",#07a753
959,60,-50.1875,33.140625,"[60.0, -50.1875, 33.140625]",#30a553
960,60,-45.1875,33.140625,"[60.0, -45.1875, 33.140625]",#45a353
961,60,-40.1875,33.140625,"[60.0, -40.1875, 33.140625]",#54a154
962,60,-35.1875,33.140625,"[60.0, -35.1875, 33.140625]",#619f54
963,60,-30.1875,33.140625,"[60.0, -30.1875, 33.140625]",#6d9d54
964,60,-25.1875,33.140625,"[60.0, -25.1875, 33.140625]",#779b54
965,60,-20.1875,33.140625,"[60.0, -20.1875, 33.140625]",#819955
966,60,-15.1875,33.140625,"[60.0, -15.1875, 33.140625]",#8a9755
967,60,-10.1875,33.140625,"[60.0, -10.1875, 33.140625]",#939455
968,60,-5.1875,33.140625,"[60.0, -5.1875, 33.140625]",#9b9255
969,60,-0.1875,33.140625,"[60.0, -0.1875, 33.140625]",#a48f56
970,60,4.8125,33.140625,"[60.0, 4.8125, 33.140625]",#ab8c56
971,60,9.8125,33.140625,"[60.0, 9.8125, 33.140625]",#b38956
972,60,14.8125,33.140625,"[60.0, 14.8125, 33.140625]",#ba8657
973,60,19.8125,33.140625,"[60.0, 19.8125, 33.140625]",#c28257
974,60,24.8125,33.140625,"[60.0, 24.8125, 33.140625]",#c97e57
975,60,29.8125,33.140625,"[60.0, 29.8125, 33.140625]",#d07b58
976,60,34.8125,33.140625,"[60.0, 34.8125, 33.140625]",#d77658
977,60,39.8125,33.140625,"[60.0, 39.8125, 33.140625]",#dd7258
978,60,44.8125,33.140625,"[60.0, 44.8125, 33.140625]",#e46d59
979,60,49.8125,33.140625,"[60.0, 49.8125, 33.140625]",#eb6759
980,60,54.8125,33.140625,"[60.0, 54.8125, 33.140625]",#f1615a
981,60,59.8125,33.140625,"[60.0, 59.8125, 33.140625]",#f85b5a
982,60,64.8125,33.140625,"[60.0, 64.8125, 33.140625]",#fe545a
983,60,69.8125,33.140625,"[60.0, 69.8125, 33.140625]",#ff4b5b
984,60,74.8125,33.140625,"[60.0, 74.8125, 33.140625]",#ff415b
985,60,79.8125,33.140625,"[60.0, 79.8125, 33.140625]",#ff345c
986,60,-85.1875,38.140625,"[60.0, -85.1875, 38.140625]",#00af48
987,60,-80.1875,38.140625,"[60.0, -80.1875, 38.140625]",#00ad48
988,60,-75.1875,38.140625,"[60.0, -75.1875, 38.140625]",#00ac48
989,60,-70.1875,38.140625,"[60.0, -70.1875, 38.140625]",#00ab48
990,60,-65.1875,38.140625,"[60.0, -65.1875, 38.140625]",#00a948
991,60,-60.1875,38.140625,"[60.0, -60.1875, 38.140625]",#00a849
992,60,-55.1875,38.140625,"[60.0, -55.1875, 38.140625]",#1ca649
993,60,-50.1875,38.140625,"[60.0, -50.1875, 38.140625]",#38a549
994,60,-45.1875,38.140625,"[60.0, -45.1875, 38.140625]",#4aa349
995,60,-40.1875,38.140625,"[60.0, -40.1875, 38.140625]",#58a14a
996,60,-35.1875,38.140625,"[60.0, -35.1875, 38.140625]",#659f4a
997,60,-30.1875,38.140625,"[60.0, -30.1875, 38.140625]",#709d4a
998,60,-25.1875,38.140625,"[60.0, -25.1875, 38.140625]",#7a9b4b
999,60,-20.1875,38.140625,"[60.0, -20.1875, 38.140625]",#84994b
1000,60,-15.1875,38.140625,"[60.0, -15.1875, 38.140625]",#8d974b
1001,60,-10.1875,38.140625,"[60.0, -10.1875, 38.140625]",#95944c
1002,60,-5.1875,38.140625,"[60.0, -5.1875, 38.140625]",#9d914c
1003,60,-0.1875,38.140625,"[60.0, -0.1875, 38.140625]",#a58f4c
1004,60,4.8125,38.140625,"[60.0, 4.8125, 38.140625]",#ad8c4d
1005,60,9.8125,38.140625,"[60.0, 9.8125, 38.140625]",#b5894d
1006,60,14.8125,38.140625,"[60.0, 14.8125, 38.140625]",#bc854d
1007,60,19.8125,38.140625,"[60.0, 19.8125, 38.140625]",#c3824e
1008,60,24.8125,38.140625,"[60.0, 24.8125, 38.140625]",#ca7e4e
1009,60,29.8125,38.140625,"[60.0, 29.8125, 38.140625]",#d17a4f
1010,60,34.8125,38.140625,"[60.0, 34.8125, 38.140625]",#d8764f
1011,60,39.8125,38.140625,"[60.0, 39.8125, 38.140625]",#df714f
1012,60,44.8125,38.140625,"[60.0, 44.8125, 38.140625]",#e56d50
1013,60,49.8125,38.140625,"[60.0, 49.8125, 38.140625]",#ec6750
1014,60,54.8125,38.140625,"[60.0, 54.8125, 38.140625]",#f26151
1015,60,59.8125,38.140625,"[60.0, 59.8125, 38.140625]",#f95b51
1016,60,64.8125,38.140625,"[60.0, 64.8125, 38.140625]",#ff5352
1017,60,69.8125,38.140625,"[60.0, 69.8125, 38.140625]",#ff4b52
1018,60,74.8125,38.140625,"[60.0, 74.8125, 38.140625]",#ff4053
1019,60,79.8125,38.140625,"[60.0, 79.8125, 38.140625]",#ff3453
1020,60,-85.1875,43.140625,"[60.0, -85.1875, 43.140625]",#00af3d
1021,60,-80.1875,43.140625,"[60.0, -80.1875, 43.140625]",#00ad3d
1022,60,-75.1875,43.140625,"[60.0, -75.1875, 43.140625]",#00ac3d
1023,60,-70.1875,43.140625,"[60.0, -70.1875, 43.140625]",#00ab3e
1024,60,-65.1875,43.140625,"[60.0, -65.1875, 43.140625]",#00a93e
1025,60,-60.1875,43.140625,"[60.0, -60.1875, 43.140625]",#00a83e
1026,60,-55.1875,43.140625,"[60.0, -55.1875, 43.140625]",#26a63e
1027,60,-50.1875,43.140625,"[60.0, -50.1875, 43.140625]",#3ea53f
1028,60,-45.1875,43.140625,"[60.0, -45.1875, 43.140625]",#4ea33f
1029,60,-40.1875,43.140625,"[60.0, -40.1875, 43.140625]",#5ca13f
1030,60,-35.1875,43.140625,"[60.0, -35.1875, 43.140625]",#689f40
1031,60,-30.1875,43.140625,"[60.0, -30.1875, 43.140625]",#729d40
1032,60,-25.1875,43.140625,"[60.0, -25.1875, 43.140625]",#7c9b40
1033,60,-20.1875,43.140625,"[60.0, -20.1875, 43.140625]",#869941
